UniqueCount	AmbigCount
0	0
0	0
0	0
0	9
16	152
0	2
0	2
41	0
0	1
0	5
0	182
0	155
77	159
0	159
35	0
81	0
0	0
0	0
2	450
0	441
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	34
0	34
40	115
0	1
37	81
5	6
0	6
38	0
5	74
4	74
2	9
0	9
0	2
0	0
0	3
1	13
0	8
37	0
0	0
34	0
36	0
79	26
0	25
2	5
1	6
0	2
40	2
0	1
12	17
0	0
0	17
0	0
0	0
0	0
32	83
3	24
0	83
0	424
8	156
0	424
0	156
0	22
33	80
0	80
1	0
0	3
1	3
0	18
1	18
0	7
1	2
0	24
0	19
210	100
0	0
31	0
10	6
0	0
0	15
0	0
1	0
0	14
0	14
0	9
0	9
0	2
46	0
0	6
0	0
0	4
0	4
61	0
1	16
0	8
0	16
0	11
8	11
0	0
0	0
0	0
0	1
0	2
24	35
0	4
14	28
13	0
0	19
73	38
0	6
167	84
0	8
0	7
0	3
21	62
5	13
48	99
0	0
43	376
3	55
48	0
138	0
3	10
0	10
3	0
3	126
0	194
0	129
0	200
0	125
1	89
0	8
0	8
0	0
0	0
16	54
0	67
3	75
0	76
144	64
0	6
0	6
0	7
0	7
4	23
0	23
1	45
8	9
1	0
0	25
0	1
0	25
1	3
0	0
0	4
0	16
6	16
6	31
0	16
3	16
7	16
145	4
10	11
19	133
0	0
0	0
2	0
2	19
4	180
120	179
0	5
0	7
9	8
0	7
0	148
9	148
107	0
0	969
18	969
0	0
0	0
0	0
0	50
0	39
