UniqueCount	AmbigCount
0	0
0	0
1	0
0	95
26	488
2	9
1	15
118	0
5	5
0	29
3	1890
0	606
236	612
0	601
404	1
303	0
0	3
0	3
20	991
0	994
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	1
0	0
0	0
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	470
3	470
279	709
0	35
102	217
75	41
0	40
150	0
7	631
10	631
6	31
0	31
0	22
0	6
1	29
22	54
0	21
202	0
13	0
113	0
321	0
470	118
0	111
6	73
6	73
0	5
35	5
0	3
17	74
0	4
0	70
0	0
0	0
0	0
110	140
3	22
0	140
3	2503
5	1101
0	2464
0	1037
0	143
117	367
0	367
0	0
0	90
1	90
0	61
7	61
0	51
4	30
2	15
0	13
753	253
0	0
67	0
97	18
0	0
14	25
0	0
3	0
0	117
0	117
0	103
0	101
4	34
258	0
1	31
0	0
1	12
0	8
177	0
14	106
0	76
2	106
0	60
18	60
0	0
0	0
0	0
5	1
0	1
54	157
0	91
29	139
60	3
0	20
99	56
0	0
802	388
0	63
2	74
0	73
140	674
14	57
525	335
0	0
186	1121
6	188
224	0
387	0
16	126
2	126
32	3
17	418
0	882
0	419
0	883
3	427
7	154
1	82
68	82
0	5
0	13
47	201
1	421
1	452
0	458
599	393
0	20
0	32
0	42
0	43
7	276
1	276
16	181
30	36
10	0
4	646
0	32
3	646
4	68
0	1
10	14
16	30
57	30
16	176
0	47
22	189
13	189
676	42
26	39
78	605
1	30
4	30
3	14
0	12
3	154
256	166
0	67
0	12
143	79
0	12
19	500
33	500
484	0
2	3812
51	3812
0	20
0	20
27	0
