UniqueCount	AmbigCount
762	0
224	10
31	130
523	369
0	532
12	65
44	247
900	1
94	32
4	0
179	1753
67	10
37	1
0	0
1	0
32	97
241	1
5	284
2	0
1	9
0	98
0	0
335	0
0	0
10	617
0	238
1	62
5	10
48	0
17	3502
1	47
1	487
0	676
0	24
6	0
100	0
112	39
0	74
95	0
280	5
0	0
120	0
117	546
0	54
0	151
0	0
0	0
25	0
2	0
23	0
385	0
0	38
3	22
0	76
0	98
5	53
65	0
120	341
201	0
8	18
0	70
0	51
1	37
0	1
63	31
48	1
2	39
46	99
140	0
10	46
184	268
71	1151
267	321
0	357
98	0
318	0
70	0
1	43
36	14
1	2993
7	363
0	354
0	2
229	0
2	301
12	291
256	33
15	160
45	136
2	457
221	0
10	3
0	434
1323	0
0	225
77	71
128	372
47	38
8	9
37	0
0	1082
0	65
201	0
13	0
798	91
56	216
0	555
0	236
226	77
480	5
28	96
0	0
0	162
171	0
83	18
233	5649
1	11
9	1237
169	32
1461	206
0	47
4	540
0	3
302	0
13	525
2235	0
7	0
0	0
87	2541
88	636
168	70
59	0
290	689
258	1746
390	123
39	0
7	0
0	344
0	1
0	0
0	482
349	134
49	0
27	117
833	231
379	0
293	93
4	144
73	178
1	23
741	0
6	25
0	184
844	747
52	126
47	101
1	4
4	0
16	1
33	86
27	64
0	78
3	2
75	0
47	0
0	1
4	181
21	0
65	0
699	15
0	558
49	1984
23	774
90	0
60	3
0	403
775	0
310	0
0	6
163	233
26	0
0	2
0	303
27	64
152	9
0	102
0	16
11	0
212	0
1	16
0	1
530	188
0	37
0	321
75	6181
0	0
235	62
129	0
4	251
8	7
346	0
21	0
0	1096
0	0
54	109
44	0
128	14
375	40
0	104
8	14
158	102
6	124
1	30
12	18
602	36
335	6
107	0
0	4557
20	37
117	0
9	175
0	1784
0	4
0	0
0	1944
6	4
101	38
37	555
2275	186
95	0
8	180
0	277
1	51
0	0
2	5
0	26
91	0
1	351
0	149
100	35
48	82
1	150
319	348
64	66
1	247
2062	370
15	345
2596	0
0	110
61	413
37	4146
39	31
0	3
1219	368
161	46
0	0
348	538
72	1849
358	0
42	0
0	0
63	30
0	1
0	0
38	0
224	276
0	86
0	0
80	359
8	150
0	55
0	4
0	87
1185	867
0	630
186	275
142	81
200	12
0	18
1527	1827
1646	1
0	1076
47	5
48	1
0	1
0	182
108	0
0	71
776	267
20	0
110	0
0	1237
85	0
57	0
0	0
75	317
2402	215
530	0
120	177
543	0
2227	0
273	0
7306	0
35	2
113	259
3	646
0	54
80	160
643	9
0	53
0	6576
45	0
1758	0
241	355
116	178
883	0
106	0
1	127
46	0
99	894
185	182
161	122
668	0
219	2
1247	0
1	0
59	354
0	2
62	0
421	148
705	1466
2	0
2	5
16	0
21	498
747	117
8	47
4	14
852	0
131	0
81	0
111	0
43	4
100	0
185	0
66	0
16	0
1	541
0	0
104	0
6	0
28	19
105	54
55	719
185	0
92	331
0	261
12	0
252	40
318	75
0	871
0	1260
367	336
4	39
620	2
0	161
7	0
1	407
114	0
13	87
0	195
42	0
411	0
48	2255
58	89
74	93
228	0
763	121
353	17
581	394
0	610
29	40
1	106
5456	3
8	47
1035	232
20	0
6	6
0	1
67	0
99	166
97	0
17	2549
306	76
107	36
493	38
104	1
180	0
433	314
0	321
28	1133
38	57
1	937
4	18
145	27
318	2
0	148
81	1286
1	221
3	147
21	17
173	0
579	368
60	479
0	17
31	256
0	45
138	130
143	0
0	1375
3	0
4134	0
558	0
237	16
4	489
9	1607
0	153
3	0
17	2
4740	676
25	416
31	1267
0	10
418	181
216	112
72	1622
0	0
198	0
8	65
0	6
0	116
155	0
0	22
0	136
0	8
6	555
69	26
5	4225
33	36
0	1578
0	692
0	67
138	168
235	0
21	4
2	895
23	0
293	69
13	93
3	36
528	230
215	27369
19	77
539	94
6	4
10	338
359	326
52	7
30	196
45	12
52	2085
202	65
0	18
42	0
12	242
77	1383
447	0
35	32
242	0
43	37
10	0
25	0
0	0
25	537
0	110
554	0
31	4
70	383
24	1212
1	0
1238	2476
273	0
1	577
112	0
92	0
3	0
0	701
169	0
177	539
0	113
272	23
75	53
5	134
4	367
50	59
2	56
95	0
50	111
129	3
28	0
0	0
938	450
239	325
296	0
13	93
10	1160
91	4377
43	32
574	0
71	17
700	114
0	447
819	47
372	880
74	4
116	11
6	115
63	35
74	0
233	7
0	0
1	0
26	11
0	15
25	13
4882	9
123	315
659	0
139	2364
5	0
98	116
1139	0
159	0
225	7
0	0
19	9
58	84
5	6
109	0
133	258
0	0
67	270
373	1
4	195
1102	1499
69	5
86	0
0	4
299	0
117	30
96	13015
366	2431
296	57
77	202
611	0
16	254
398	0
76	17
0	416
0	99
667	1128
0	0
593	979
6	7
98	0
113	115
0	117
6	6
0	3325
0	61
222	52
306	584
31	136
363	0
196	1092
6	265
12	0
686	21
20	83
28	0
200	400
396	0
160	333
725	0
302	3863
1271	410
17	289
0	232
228	212
129	221
0	222
0	0
0	0
173	88
53	1131
54	5
8	604
79	0
1802	460
76	216
0	258
173	174
285	0
8	142
826	310
0	1949
10	6
3	94
15	0
269	13
7	6
20	24
11	27
34	121
83	323
2893	0
25	0
29	79
305	78
0	33
0	540
6	2347
0	316
5	24
875	12175
11	22
51	84
4	162
83	0
63	136
29	0
0	125
0	8
35	0
7	157
32	0
0	1162
216	39
0	2042
0	0
19	12
0	74
0	66
204	0
30	123
71	341
6	353
27	1617
2	228
0	0
265	0
160	87
38	8
110	51
0	19
0	239
14	97
13	0
0	147
198	0
0	14
82	14
0	0
476	0
16	241
1253	0
0	2464
75	38
5	58
196	271
396	95
20	708
505	60
0	1111
3	493
0	0
0	0
1	104
107	224
0	901
1	0
1385	0
100	49
220	44
2	262
1983	8890
12	16
677	404
0	428
37	0
0	3
142	0
27	351
0	10
25	77
115	0
7	196
25	9
263	58
8	0
3442	420
35	20
132	40
377	0
0	154
27	176
269	0
15	5245
14	66
268	103
15	28
10	2
0	0
61	0
201	189
288	0
13	532
1141	0
165	120
43	85
0	0
7	23
170	0
73	92
5	5832
0	128
4	31
58	1
0	55
7	107
42	41
773	0
93	95
2591	0
217	360
0	3160
22	130
278	0
76	150
218	0
0	273
113	13
0	0
27	0
191	0
218	0
8	0
3	0
2	7
60	0
364	484
265	20
0	341
33	102
0	0
0	327
119	5
1	64
826	336
7	13
3	0
3	0
194	0
870	347
49	77
77	0
0	0
40	3521
0	184
256	0
0	76
1	104
2	0
476	135
19	270
30	20
67	0
17	67
158	0
105	176
127	49
6	583
0	528
43	71
16	285
193	255
484	0
220	283
42	38
6	174
55	1
0	0
60	646
0	170
5	0
70	20
327	70
1	12
0	136
223	55
266	0
0	36
109	0
58	1016
104	86
51	0
15	56
0	92
0	107
544	17958
193	99
672	0
225	24
12	28
0	357
277	3577
1551	0
0	357
0	22
0	263
100	0
2	477
155	100
7	799
3	9
18	0
0	3084
527	14
1	13
3	15
562	0
97	1526
0	2039
1790	0
0	3
252	0
0	360
121	110
1	310
0	0
62	3878
38	0
1114	0
0	10940
639	2880
139	10
138	370
672	0
0	429
81	335
2402	153
6	202
732	672
10	0
13	6
218	0
0	673
263	0
825	0
124	829
71	0
174	0
48	0
38	1
58	0
1	2100
1	0
1	139
98	0
0	3
0	623
145	383
514	729
23	3
241	318
11	11
6	464
0	11
73	0
0	3
0	0
5	13
299	0
89	42
12	1
72	0
0	1253
12	339
2874	0
35	303
48	0
17	189
0	18
34	23
206	0
6	0
0	364
1	291
0	2
2115	0
93	5
56	417
175	0
671	0
436	36
631	31
670	322
1	0
82	0
127	0
0	1018
0	640
0	494
150	0
29	45
1001	0
82	60
122	55
96	0
90	2104
15	0
41	0
912	596
49	0
23	12
1083	0
0	89
35874	4
20	137
1	331
0	748
0	213
171	0
17	569
0	109
